year,tournament,date,host,champion,country,code,country_rank,country_total_million_eur,player_rank,player_id,player_name,player_code,position,club,value_million_eur,value_eur,valuation_date,valuation_source,image_url,player_url
2006,2006 Germany,2006-06-01,Germany,Italy,Brazil,BRA,4,129,5,3165,Cris,cris,Defender,Olympique Lyon,15,15000000,2006-03-13,player_valuations,https://img.a.transfermarkt.technology/portrait/header/s_3165_978_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/cris/profil/spieler/3165
2006,2006 Germany,2006-06-01,Germany,Italy,Brazil,BRA,4,129,6,26101,Cicinho,cicinho,Defender,Real Madrid,12.5,12500000,2006-01-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/26101-1444743108.jpg?lm=1,https://www.transfermarkt.co.uk/cicinho/profil/spieler/26101
2006,2006 Germany,2006-06-01,Germany,Italy,Argentina,ARG,5,118.3,1,7520,Esteban Cambiasso,esteban-cambiasso,Midfield,FC Internazionale,19,19000000,2006-04-09,player_valuations,https://img.a.transfermarkt.technology/portrait/header/7520-1462280899.jpg?lm=1,https://www.transfermarkt.co.uk/esteban-cambiasso/profil/spieler/7520
2006,2006 Germany,2006-06-01,Germany,Italy,Argentina,ARG,5,118.3,2,3411,Pablo Aimar,pablo-aimar,Midfield,Valencia CF,18,18000000,2006-02-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3411-1603456488.jpg?lm=1,https://www.transfermarkt.co.uk/pablo-aimar/profil/spieler/3411
2006,2006 Germany,2006-06-01,Germany,Italy,Argentina,ARG,5,118.3,3,5938,Walter Samuel,walter-samuel,Defender,Real Madrid,18,18000000,2005-07-29,player_valuations,https://img.a.transfermarkt.technology/portrait/header/5938-1449586343.jpg?lm=1,https://www.transfermarkt.co.uk/walter-samuel/profil/spieler/5938
2006,2006 Germany,2006-06-01,Germany,Italy,Argentina,ARG,5,118.3,4,28003,Lionel Messi,lionel-messi,Attack,FC Barcelona,15,15000000,2006-01-20,player_valuations,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2006,2006 Germany,2006-06-01,Germany,Italy,Argentina,ARG,5,118.3,5,26244,Lucho González,lucho-gonzalez,Midfield,FC Porto,14,14000000,2006-05-05,player_valuations,https://img.a.transfermarkt.technology/portrait/header/26244-1525788992.jpg?lm=1,https://www.transfermarkt.co.uk/lucho-gonzalez/profil/spieler/26244
2006,2006 Germany,2006-06-01,Germany,Italy,Argentina,ARG,5,118.3,6,19981,Javier Mascherano,javier-mascherano,Midfield,CA River Plate,11.8,11800000,2005-05-17,player_valuations,https://img.a.transfermarkt.technology/portrait/header/19981-1465280515.jpg?lm=1,https://www.transfermarkt.co.uk/javier-mascherano/profil/spieler/19981
2006,2006 Germany,2006-06-01,Germany,Italy,Argentina,ARG,5,118.3,7,7611,Javier Saviola,javier-saviola,Attack,AS Monaco,11.5,11500000,2005-04-24,player_valuations,https://img.a.transfermarkt.technology/portrait/header/7611-1419947564.jpg?lm=1,https://www.transfermarkt.co.uk/javier-saviola/profil/spieler/7611
2006,2006 Germany,2006-06-01,Germany,Italy,Argentina,ARG,5,118.3,8,1161,Javier Zanetti,javier-zanetti,Defender,FC Internazionale,11,11000000,2006-04-09,player_valuations,https://img.a.transfermarkt.technology/portrait/header/1161-1463994546.jpg?lm=1,https://www.transfermarkt.co.uk/javier-zanetti/profil/spieler/1161
2006,2006 Germany,2006-06-01,Germany,Italy,Portugal,POR,6,111.5,1,8198,Cristiano Ronaldo,cristiano-ronaldo,Attack,Manchester United,25,25000000,2006-06-14,player_valuations,https://img.a.transfermarkt.technology/portrait/header/8198-1748102259.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198
2006,2006 Germany,2006-06-01,Germany,Italy,Portugal,POR,6,111.5,2,9828,Ricardo Carvalho,ricardo-carvalho,Defender,Chelsea FC,17.5,17500000,2006-06-14,player_valuations,https://img.a.transfermarkt.technology/portrait/header/9828-1464946916.jpg?lm=1,https://www.transfermarkt.co.uk/ricardo-carvalho/profil/spieler/9828
2006,2006 Germany,2006-06-01,Germany,Italy,Portugal,POR,6,111.5,3,4188,Ricardo Quaresma,ricardo-quaresma,Attack,FC Porto,15,15000000,2006-06-04,player_valuations,https://img.a.transfermarkt.technology/portrait/header/4188-1631004334.jpg?lm=1,https://www.transfermarkt.co.uk/ricardo-quaresma/profil/spieler/4188
2006,2006 Germany,2006-06-01,Germany,Italy,Portugal,POR,6,111.5,4,8019,Simão,simao,Attack,SL Benfica,15,15000000,2005-10-28,player_valuations,https://img.a.transfermarkt.technology/portrait/header/s_8019_714_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/simao/profil/spieler/8019
2006,2006 Germany,2006-06-01,Germany,Italy,Portugal,POR,6,111.5,5,13952,Liedson,liedson,Attack,Sporting CP,14,14000000,2005-10-28,player_valuations,https://img.a.transfermarkt.technology/portrait/header/s_13952_614_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/liedson/profil/spieler/13952
2006,2006 Germany,2006-06-01,Germany,Italy,Portugal,POR,6,111.5,6,9832,Paulo Ferreira,paulo-ferreira,Defender,Chelsea FC,13,13000000,2006-06-14,player_valuations,https://img.a.transfermarkt.technology/portrait/header/9832-1683041290.jpg?lm=1,https://www.transfermarkt.co.uk/paulo-ferreira/profil/spieler/9832
2006,2006 Germany,2006-06-01,Germany,Italy,Portugal,POR,6,111.5,7,8538,Tiago Mendes,tiago-mendes,Midfield,Olympique Lyon,12,12000000,2006-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/8538-1447152957.jpg?lm=1,https://www.transfermarkt.co.uk/tiago-mendes/profil/spieler/8538
2006,2006 Germany,2006-06-01,Germany,Italy,France,FRA,7,88.2,1,5854,Sébastien Frey,sebastien-frey,Goalkeeper,ACF Fiorentina,15,15000000,2005-07-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/5854-1410511056.jpg?lm=1,https://www.transfermarkt.co.uk/sebastien-frey/profil/spieler/5854
2006,2006 Germany,2006-06-01,Germany,Italy,France,FRA,7,88.2,2,3156,William Gallas,william-gallas,Defender,Chelsea FC,14.7,14700000,2006-06-14,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3156-1598621730.jpg?lm=1,https://www.transfermarkt.co.uk/william-gallas/profil/spieler/3156
2006,2006 Germany,2006-06-01,Germany,Italy,France,FRA,7,88.2,3,3966,Djibril Cissé,djibril-cisse,Attack,Liverpool FC,13.5,13500000,2006-06-14,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3966-1497545601.jpg?lm=1,https://www.transfermarkt.co.uk/djibril-cisse/profil/spieler/3966
2006,2006 Germany,2006-06-01,Germany,Italy,France,FRA,7,88.2,4,4015,Louis Saha,louis-saha,Attack,Manchester United,12,12000000,2006-06-14,player_valuations,https://img.a.transfermarkt.technology/portrait/header/s_4015_398_2013_02_14_1.jpg?lm=1,https://www.transfermarkt.co.uk/louis-saha/profil/spieler/4015
2006,2006 Germany,2006-06-01,Germany,Italy,France,FRA,7,88.2,5,5422,Philippe Mexès,philippe-mexes,Defender,AS Roma,12,12000000,2006-04-02,player_valuations,https://img.a.transfermarkt.technology/portrait/header/5422-1448982185.jpg?lm=1,https://www.transfermarkt.co.uk/philippe-mexes/profil/spieler/5422
2006,2006 Germany,2006-06-01,Germany,Italy,France,FRA,7,88.2,6,22068,Franck Ribéry,franck-ribery,Attack,Olympique Marseille,11,11000000,2006-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/22068-1663667692.jpg?lm=1,https://www.transfermarkt.co.uk/franck-ribery/profil/spieler/22068
2006,2006 Germany,2006-06-01,Germany,Italy,France,FRA,7,88.2,7,5461,Florent Malouda,florent-malouda,Attack,Olympique Lyon,10,10000000,2005-08-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/5461-1555058568.jpg?lm=1,https://www.transfermarkt.co.uk/florent-malouda/profil/spieler/5461
2006,2006 Germany,2006-06-01,Germany,Italy,Netherlands,NED,8,86.7,1,4360,Arjen Robben,arjen-robben,Attack,Chelsea FC,25.7,25700001,2006-06-14,player_valuations,https://img.a.transfermarkt.technology/portrait/header/4360-1540568808.jpg?lm=1,https://www.transfermarkt.co.uk/arjen-robben/profil/spieler/4360
2006,2006 Germany,2006-06-01,Germany,Italy,Netherlands,NED,8,86.7,2,4192,Rafael van der Vaart,rafael-van-der-vaart,Midfield,Hamburger SV,21,21000000,2006-01-09,player_valuations,https://img.a.transfermarkt.technology/portrait/header/4192-1447257367.jpg?lm=1,https://www.transfermarkt.co.uk/rafael-van-der-vaart/profil/spieler/4192
2006,2006 Germany,2006-06-01,Germany,Italy,Netherlands,NED,8,86.7,3,4010,Dirk Kuyt,dirk-kuyt,Attack,Feyenoord Rotterdam,17.5,17500000,2006-03-21,player_valuations,https://img.a.transfermarkt.technology/portrait/header/4010-1401971428.jpg?lm=1,https://www.transfermarkt.co.uk/dirk-kuyt/profil/spieler/4010
2006,2006 Germany,2006-06-01,Germany,Italy,Netherlands,NED,8,86.7,4,3515,Mark van Bommel,mark-van-bommel,Midfield,PSV Eindhoven,12,12000000,2005-04-27,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3515-1461328878.jpg?lm=1,https://www.transfermarkt.co.uk/mark-van-bommel/profil/spieler/3515
2006,2006 Germany,2006-06-01,Germany,Italy,Netherlands,NED,8,86.7,5,4489,Khalid Boulahrouz,khalid-boulahrouz,Defender,Hamburger SV,10.5,10500000,2005-10-05,player_valuations,https://img.a.transfermarkt.technology/portrait/header/4489-1492694475.jpg?lm=1,https://www.transfermarkt.co.uk/khalid-boulahrouz/profil/spieler/4489
2010,2010 South Africa,2010-06-01,South Africa,Spain,Spain,ESP,1,594,1,7607,Xavi,xavi,Midfield,FC Barcelona,65,65000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/7607-1476882942.jpg?lm=1,https://www.transfermarkt.co.uk/xavi/profil/spieler/7607
2010,2010 South Africa,2010-06-01,South Africa,Spain,Spain,ESP,1,594,2,7600,Andrés Iniesta,andres-iniesta,Midfield,FC Barcelona,60,60000000,2010-01-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/7600-1464872266.jpg?lm=1,https://www.transfermarkt.co.uk/andres-iniesta/profil/spieler/7600
2010,2010 South Africa,2010-06-01,South Africa,Spain,Spain,ESP,1,594,3,8806,Cesc Fàbregas,cesc-fabregas,Midfield,Arsenal FC,55,55000000,2010-01-25,player_valuations,https://img.a.transfermarkt.technology/portrait/header/8806-1614090062.jpg?lm=1,https://www.transfermarkt.co.uk/cesc-fabregas/profil/spieler/8806
2010,2010 South Africa,2010-06-01,South Africa,Spain,Spain,ESP,1,594,4,7767,Fernando Torres,fernando-torres,Attack,Liverpool FC,50,50000000,2010-01-25,player_valuations,https://img.a.transfermarkt.technology/portrait/header/7767-1683642827.jpg?lm=1,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767
2010,2010 South Africa,2010-06-01,South Africa,Spain,Spain,ESP,1,594,5,7980,David Villa,david-villa,Attack,Valencia CF,45,45000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/7980-1684165569.jpg?lm=1,https://www.transfermarkt.co.uk/david-villa/profil/spieler/7980
2010,2010 South Africa,2010-06-01,South Africa,Spain,Spain,ESP,1,594,6,35518,David Silva,david-silva,Midfield,Valencia CF,32,32000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/35518-1683269363.jpg?lm=1,https://www.transfermarkt.co.uk/david-silva/profil/spieler/35518
2010,2010 South Africa,2010-06-01,South Africa,Spain,Spain,ESP,1,594,7,3979,Iker Casillas,iker-casillas,Goalkeeper,Real Madrid Castilla,32,32000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3979-1542105569.png?lm=1,https://www.transfermarkt.co.uk/iker-casillas/profil/spieler/3979
2010,2010 South Africa,2010-06-01,South Africa,Spain,Spain,ESP,1,594,8,7476,Xabi Alonso,xabi-alonso,Midfield,Real Madrid,30,30000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/7476-1471439383.JPG?lm=1,https://www.transfermarkt.co.uk/xabi-alonso/profil/spieler/7476
2010,2010 South Africa,2010-06-01,South Africa,Spain,England,ENG,2,346,1,3332,Wayne Rooney,wayne-rooney,Attack,Manchester United,53,53000000,2010-01-25,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3332-1551295290.jpg?lm=1,https://www.transfermarkt.co.uk/wayne-rooney/profil/spieler/3332
2010,2010 South Africa,2010-06-01,South Africa,Spain,England,ENG,2,346,2,3109,Steven Gerrard,steven-gerrard,Midfield,Liverpool FC,50,50000000,2009-06-29,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3109-1464112254.jpg?lm=1,https://www.transfermarkt.co.uk/steven-gerrard/profil/spieler/3109
2010,2010 South Africa,2010-06-01,South Africa,Spain,England,ENG,2,346,3,3163,Frank Lampard,frank-lampard,Midfield,Chelsea FC,45,45000000,2009-06-29,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3163-1674475335.jpg?lm=1,https://www.transfermarkt.co.uk/frank-lampard/profil/spieler/3163
2010,2010 South Africa,2010-06-01,South Africa,Spain,England,ENG,2,346,4,3160,John Terry,john-terry,Defender,Chelsea FC,35,35000000,2009-06-29,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3160-1462887884.jpg?lm=1,https://www.transfermarkt.co.uk/john-terry/profil/spieler/3160
2010,2010 South Africa,2010-06-01,South Africa,Spain,England,ENG,2,346,5,3235,Rio Ferdinand,rio-ferdinand,Defender,Manchester United,31,31000000,2010-01-25,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3235-1592469934.jpg?lm=1,https://www.transfermarkt.co.uk/rio-ferdinand/profil/spieler/3235
2010,2010 South Africa,2010-06-01,South Africa,Spain,England,ENG,2,346,6,3182,Ashley Cole,ashley-cole,Defender,Chelsea FC,27,27000000,2010-01-25,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3182-1683297696.jpg?lm=1,https://www.transfermarkt.co.uk/ashley-cole/profil/spieler/3182
2010,2010 South Africa,2010-06-01,South Africa,Spain,England,ENG,2,346,7,3878,Michael Carrick,michael-carrick,Midfield,Manchester United,26,26000000,2009-06-29,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3878-1666625002.jpg?lm=1,https://www.transfermarkt.co.uk/michael-carrick/profil/spieler/3878
2010,2010 South Africa,2010-06-01,South Africa,Spain,England,ENG,2,346,8,14221,Aaron Lennon,aaron-lennon,Attack,Tottenham Hotspur,21,21000000,2010-01-24,player_valuations,https://img.a.transfermarkt.technology/portrait/header/14221-1668518582.jpg?lm=1,https://www.transfermarkt.co.uk/aaron-lennon/profil/spieler/14221
2010,2010 South Africa,2010-06-01,South Africa,Spain,Argentina,ARG,3,340.5,1,28003,Lionel Messi,lionel-messi,Attack,FC Barcelona,80,80000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2010,2010 South Africa,2010-06-01,South Africa,Spain,Argentina,ARG,3,340.5,2,26399,Sergio Agüero,sergio-aguero,Attack,Atlético de Madrid,36,36000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/26399-1580460866.jpg?lm=1,https://www.transfermarkt.co.uk/sergio-aguero/profil/spieler/26399
2010,2010 South Africa,2010-06-01,South Africa,Spain,Argentina,ARG,3,340.5,3,39153,Gonzalo Higuaín,gonzalo-higuain,Attack,Real Madrid,32,32000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/39153-1683728765.jpg?lm=1,https://www.transfermarkt.co.uk/gonzalo-higuain/profil/spieler/39153
2010,2010 South Africa,2010-06-01,South Africa,Spain,Argentina,ARG,3,340.5,4,4276,Carlos Tevez,carlos-tevez,Attack,Manchester City,30,30000000,2010-01-24,player_valuations,https://img.a.transfermarkt.technology/portrait/header/4276-1644149301.jpg?lm=1,https://www.transfermarkt.co.uk/carlos-tevez/profil/spieler/4276
2010,2010 South Africa,2010-06-01,South Africa,Spain,Argentina,ARG,3,340.5,5,7520,Esteban Cambiasso,esteban-cambiasso,Midfield,FC Internazionale,29,29000000,2009-08-06,player_valuations,https://img.a.transfermarkt.technology/portrait/header/7520-1462280899.jpg?lm=1,https://www.transfermarkt.co.uk/esteban-cambiasso/profil/spieler/7520
2010,2010 South Africa,2010-06-01,South Africa,Spain,Argentina,ARG,3,340.5,6,22202,Diego Milito,diego-milito,Attack,FC Internazionale,28,28000000,2010-05-09,player_valuations,https://img.a.transfermarkt.technology/portrait/header/22202-1463994498.jpg?lm=1,https://www.transfermarkt.co.uk/diego-milito/profil/spieler/22202
2010,2010 South Africa,2010-06-01,South Africa,Spain,Argentina,ARG,3,340.5,7,19981,Javier Mascherano,javier-mascherano,Midfield,Liverpool FC,26,26000000,2009-06-29,player_valuations,https://img.a.transfermarkt.technology/portrait/header/19981-1465280515.jpg?lm=1,https://www.transfermarkt.co.uk/javier-mascherano/profil/spieler/19981
2010,2010 South Africa,2010-06-01,South Africa,Spain,Argentina,ARG,3,340.5,8,27661,Lisandro López,lisandro-lopez,Attack,Olympique Lyon,23,23000000,2009-12-22,player_valuations,https://img.a.transfermarkt.technology/portrait/header/27661-1618606866.JPG?lm=1,https://www.transfermarkt.co.uk/lisandro-lopez/profil/spieler/27661
2010,2010 South Africa,2010-06-01,South Africa,Spain,France,FRA,4,279.5,1,22068,Franck Ribéry,franck-ribery,Attack,Bayern Munich,50,50000000,2010-01-17,player_valuations,https://img.a.transfermarkt.technology/portrait/header/22068-1663667692.jpg?lm=1,https://www.transfermarkt.co.uk/franck-ribery/profil/spieler/22068
2010,2010 South Africa,2010-06-01,South Africa,Spain,France,FRA,4,279.5,2,3226,Nicolas Anelka,nicolas-anelka,Attack,Chelsea FC,30,30000000,2010-01-25,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3226-1683728957.jpg?lm=1,https://www.transfermarkt.co.uk/nicolas-anelka/profil/spieler/3226
2010,2010 South Africa,2010-06-01,South Africa,Spain,France,FRA,4,279.5,3,18922,Karim Benzema,karim-benzema,Attack,Real Madrid,28,28000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/18922-1702414196.jpg?lm=1,https://www.transfermarkt.co.uk/karim-benzema/profil/spieler/18922
